"NAMA_DM: ""PEKAN KEPONG"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""06"""," ""PENGUNDI"": 3534"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""09"""," ""DM_BARU"": ""PEKAN KEPONG"""," ""PENGUNDI_B"": 3419"," ""NAMA_LAMA"": ""114\/00\/06""																				"
"NAMA_DM: ""KAMPONG MELAYU KEPONG"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""01"""," ""PENGUNDI"": 4916"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""01"""," ""DM_BARU"": ""KAMPONG MELAYU KEPONG"""," ""PENGUNDI_B"": 4869"," ""NAMA_LAMA"": ""114\/00\/01""																"
"NAMA_DM: ""JINJANG TEMPATAN KEDUA"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""03"""," ""PENGUNDI"": 3781"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""03"""," ""DM_BARU"": ""JINJANG TEMPATAN KEDUA"""," ""PENGUNDI_B"": 3680"," ""NAMA_LAMA"": ""114\/00\/03""															"
"NAMA_DM: ""JINJANG TEMPATAN PERTAMA"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""02"""," ""PENGUNDI"": 3132"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""02"""," ""DM_BARU"": ""JINJANG TEMPATAN PERTAMA"""," ""PENGUNDI_B"": 3042"," ""NAMA_LAMA"": ""114\/00\/02""														"
"NAMA_DM: ""JINJANG TEMPATAN KETIGA"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""04"""," ""PENGUNDI"": 4082"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""04"""," ""DM_BARU"": ""JINJANG TEMPATAN KETIGA"""," ""PENGUNDI_B"": 4061"," ""NAMA_LAMA"": ""114\/00\/04""															"
"NAMA_DM: ""JINJANG TEMPATAN KEEMPAT"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""05"""," ""PENGUNDI"": 2358"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""05"""," ""DM_BARU"": ""JINJANG TEMPATAN KEEMPAT"""," ""PENGUNDI_B"": 2172"," ""NAMA_LAMA"": ""114\/00\/05""														"
"NAMA_DM: ""TAMAN KEPONG"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""12"""," ""PENGUNDI"": 8645"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""10"""," ""DM_BARU"": ""TAMAN KEPONG"""," ""PENGUNDI_B"": 7654"," ""NAMA_LAMA"": ""114\/00\/12""																				"
"NAMA_DM: ""JINJANG TENGAH"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""07"""," ""PENGUNDI"": 3179"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""06"""," ""DM_BARU"": ""JINJANG TENGAH"""," ""PENGUNDI_B"": 3126"," ""NAMA_LAMA"": ""114\/00\/07""																			"
"NAMA_DM: ""JINJANG TEMPATAN UTARA"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""08"""," ""PENGUNDI"": 3081"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""07"""," ""DM_BARU"": ""JINJANG TEMPATAN UTARA"""," ""PENGUNDI_B"": 3113"," ""NAMA_LAMA"": ""114\/00\/08""															"
"NAMA_DM: ""KEPONG BARU BARAT"""," ""PAR_LAMA"": ""114"""," ""DUN_LAMA"": ""00"""," ""DM_LAMA"": ""13"""," ""PENGUNDI"": 3603"," ""KODPAR"": ""114"""," ""PAR_BARU"": ""KEPONG"""," ""KODDUN"": ""00"""," ""DUN_BARU"": null"," ""KODDM"": ""11"""," ""DM_BARU"": ""KEPONG BARU BARAT"""," ""PENGUNDI_B"": 4253"," ""NAMA_LAMA"": ""114\/00\/13""																		"
